t,a_w,a_b,a_w_next,a_b_next,y,w_w,w_b,n_w,n_b,h_w,h_b,p_w_given_wparent,p_w_given_bparent,mobility_up_b_to_w,mobility_down_w_to_b
22,11.307534973451338,14.326615715906211,11.754586789160866,14.942479840622026,8.379957067238152,5.879591939301436,6.891655706016909,0.29797490361978696,0.7020250963802128,0.447051815709528,0.615864124715815,0.8244269706096732,0.07426861617523739,0.07426861617523739,0.17557302939032682
23,11.754586789160866,14.942479840622026,12.20137538045136,15.558607189756875,8.72585137969324,6.1217932839391755,7.176764038763166,0.29775406727134524,0.7022459327286544,0.4467885912904929,0.6161273491348501,0.8243782666507471,0.07422816219609814,0.07422816219609814,0.17562173334925293
24,12.20137538045136,15.558607189756875,12.647918103524091,16.174980407109487,9.071710987107194,6.363961893313728,7.46185435668272,0.297547851879479,0.7024521481205207,0.44654272307273074,0.6163732173526122,0.8243321301347291,0.0741899737987414,0.0741899737987414,0.175667869865271
25,12.647918103524091,16.174980407109487,13.094230560698373,16.79158389036055,9.417538356439804,6.606100130049559,7.746927883313965,0.29735477383051295,0.7026452261694867,0.44631245717428075,0.6166034832510622,0.8242883698403756,0.07415386257219413,0.07415386257219413,0.17571163015962424
26,13.094230560698373,16.79158389036055,13.54032683525865,17.408403556225615,9.763335691374817,6.8482100988023715,8.031985722424023,0.29717354910521326,0.7028264508947863,0.44609627456027834,0.6168196658650645,0.8242468102248276,0.07411966000851422,0.07411966000851422,0.17575318977517243
27,13.54032683525865,17.408403556225615,13.986219687595542,18.025426644314066,10.109104969217466,7.090293683463093,8.317028872513738,0.297003060190027,0.7029969398099726,0.44589285233689185,0.617023088088451,0.8242072906901963,0.0740872150599012,0.0740872150599012,0.17579270930980362
28,13.986219687595542,18.025426644314066,14.431920720152219,18.64264155218273,10.454847971438829,7.332352577748341,8.602058239359728,0.2968423294584104,0.7031576705415892,0.44570103255667776,0.6172149078686651,0.8241696645733076,0.07405639202131192,0.07405639202131192,0.17583033542669255
29,14.431920720152219,18.64264155218273,14.877440517021366,19.260037695738927,10.800566309157327,7.574388310563641,8.887074646859002,0.2966904975730073,0.7033095024269923,0.4455197968691467,0.617396143556196,0.8241337980298624,0.07402706869474038,0.07402706869474038,0.1758662019701375
30,14.877440517021366,19.260037695738927,15.322788762785162,19.877605390400472,11.146261444547743,7.816402267194313,9.172078846414019,0.2965468058234064,0.7034531941765932,0.4453482457637967,0.6175676946615462,0.8240995689098451,0.07399913479662695,0.07399913479662695,0.17590043109015485
31,15.322788762785162,19.877605390400472,15.767974344238626,20.49533574937235,11.491934708945834,8.058395707135501,9.45707152506662,0.29641058157740835,0.7035894184225913,0.44518558145346354,0.6177303589718792,0.8240668656768566,0.07397249057478489,0.07397249057478489,0.17593313432314323
32,15.767974344238626,20.49533574937235,16.213005437905636,21.113220596130684,11.837587318250426,8.300369779191929,9.742053312561364,0.29628122621650127,0.7037187737834982,0.4450310936670102,0.6178848467583327,0.8240355863979861,0.07394704560571452,0.07394704560571452,0.17596441360201392
33,16.213005437905636,21.113220596130684,16.65788958569054,21.731252388771125,12.18322038609877,8.542325534342003,10.027024787492879,0.2961582050690721,0.7038417949309275,0.44488414778490315,0.6180317926404396,0.824005637815514,0.07392271774716892,0.07392271774716892,0.17599436218448591
34,16.65788958569054,21.731252388771125,17.10263376056546,22.349424154321547,12.528834935194995,8.784263936758023,10.311986482669278,0.29604103896189066,0.7039589610381088,0.44474417487492046,0.6181717655504222,0.8239769345029611,0.07389943222437048,0.07389943222437048,0.17602306549703886
