t,a_w,a_b,a_w_next,a_b_next,y,w_w,w_b,n_w,n_b,h_w,h_b,p_w_given_wparent,p_w_given_bparent,mobility_up_b_to_w,mobility_down_w_to_b
0,1.25,1.0,1.7717689910264136,1.4782310089735864,0.572667939332938,0.5658912270566567,0.5561331911030434,0.48825,0.5117499999999999,0.5217689910264137,0.47823100897358645,0.593934340697367,0.3909339338596971,0.37734915924826906,0.39838220424671383
1,1.7717689910264136,1.4782310089735864,2.2796447829649025,1.9703552170350975,0.829927736263172,0.8239968281650462,0.79755331773939,0.46675,0.53325,0.507875791938489,0.49212420806151125,0.6041715703210688,0.36636588563564737,0.3575964826575476,0.4188428059395801
2,2.2796447829649025,1.9703552170350975,2.7792874609068097,2.4707125390931908,1.0822128681060827,1.0816174881960503,1.040165242148084,0.46275,0.53725,0.499642677941907,0.5003573220580931,0.6073008553465801,0.3615761523554936,0.34786685419596813,0.4059989287627209
3,2.7792874609068097,2.4707125390931908,3.3059545921910836,2.944045407808917,1.3409898163874365,1.2889460093155984,1.3371685393496704,0.48525,0.51475,0.5266671312842741,0.473332868715726,0.6050412027449315,0.36062320361711125,0.37319683573755236,0.38465694219340896
4,3.3059545921910836,2.944045407808917,3.8168519453677874,3.433148054632213,1.5980388426090009,1.5612230148429367,1.5620618400463773,0.46825,0.53175,0.5108973531767039,0.4891026468232961,0.6025836685614037,0.35433789558429274,0.34094220495386107,0.39670273055126226
5,3.8168519453677874,3.433148054632213,4.3370114776381135,3.912988522361887,1.8518978087307802,1.7890473422833788,1.8364482216942029,0.48075,0.51925,0.5201595322703263,0.47984046772967387,0.6041031942400193,0.355957296252985,0.3643629525152797,0.38707955152162304
6,4.3370114776381135,3.912988522361887,4.83986346958914,4.41013653041086,2.107818456333138,2.074891814797001,2.0475035368541787,0.46325,0.5367500000000001,0.5028519919510271,0.497148008048973,0.6000939069570665,0.3557649317164593,0.34472797303803565,0.40873634945397813
7,4.83986346958914,4.41013653041086,5.333028025643992,4.916971974356008,2.358902288380517,2.3489729080048933,2.273048959614593,0.455,0.5449999999999999,0.4931645560548525,0.5068354439451477,0.6014776933724612,0.35785991093653685,0.34513274336283184,0.41770102536427417
8,5.333028025643992,4.916971974356008,5.839797010905433,5.410202989094567,2.619644563526534,2.556127411665138,2.5678029072498885,0.46625,0.53375,0.5067689852614405,0.49323101473855957,0.6023791692843775,0.3579193865448919,0.363302752293578,0.4104395604395604
9,5.839797010905433,5.410202989094567,6.361298421801732,5.888701578198268,2.876195911637169,2.756075211349338,2.8725284668299595,0.4805,0.5195000000000001,0.5215014108962992,0.47849858910370097,0.600100931267861,0.3548430298726601,0.3667447306791569,0.3892761394101877
