t,a_w,a_b,a_w_next,a_b_next,y,w_w,w_b,n_w,n_b,h_w,h_b,p_w_given_wparent,p_w_given_bparent,mobility_up_b_to_w,mobility_down_w_to_b
50,37.82960430861131,17.566192712655827,38.62372149897513,17.834991462717348,16.573057371907204,16.13826278330699,12.021871561374109,0.7287464685842572,0.27125353141574254,0.7941171903638214,0.26879875006152154,0.780018014345208,0.5920629512890341,0.5920629512890341,0.21998198565479193
51,38.62372149897513,17.834991462717348,39.41936685852885,18.102262043588965,16.909602558671374,16.466497551259017,12.238276029742115,0.7302532950327996,0.2697467049672001,0.7956453595537261,0.26727058087161676,0.7811162252237405,0.5936055597386725,0.5936055597386725,0.2188837747762595
52,39.41936685852885,18.102262043588965,40.216514586028296,18.368030256514867,17.246666230928415,16.795181098778507,12.45432430817388,0.7317351011802127,0.26826489881978705,0.79714772749944,0.26576821292590297,0.7821965838994206,0.5951267076414565,0.5951267076414565,0.21780341610057946
53,40.216514586028296,18.368030256514867,41.01513968667861,18.632321096289896,17.584242301255102,17.124306749483168,12.670020893407788,0.7331926613097143,0.26680733869028533,0.7986251006503136,0.2642908397750293,0.7832596452055108,0.5966270141156345,0.5966270141156345,0.21674035479448908
54,41.01513968667861,18.632321096289896,41.81521793417864,18.895158789215206,17.92232482092087,17.45386801989193,12.88537014736625,0.7346267134709229,0.2653732865290767,0.8000782475000348,0.2628376929253082,0.7843059378205465,0.5981070701526231,0.5981070701526231,0.21569406217945358
55,41.81521793417864,18.895158789215206,42.6167258351637,19.15656682865549,18.260907974797192,17.783858610745657,13.100376303596857,0.7360379617616684,0.26396203823833125,0.8015079009850603,0.2614080394402825,0.7853359659239201,0.5995674403611567,0.5995674403611567,0.21466403407608012
56,42.6167258351637,19.15656682865549,43.41964059585702,19.41656800838751,18.59998607653336,18.114272398862404,13.315043473297772,0.7374270784296915,0.2625729215703082,0.8029147606933191,0.26000117973202375,0.7863502107204385,0.6010086645751781,0.6010086645751781,0.21364978927956166
57,43.41964059585702,19.41656800838751,44.223940090758155,19.67518445391172,18.93955356398024,18.445103429485567,13.529375650961,0.7387947058112476,0.26120529418875205,0.8042994949011364,0.2586164455242065,0.7873491318462421,0.6024312593382316,0.6024312593382316,0.21265086815375808
58,44.223940090758155,19.67518445391172,45.02960283321252,19.932437651882697,19.279604994845652,18.77634590908713,13.743376719663615,0.74014145812177,0.25985854187822965,0.8056627424543655,0.25725319797097734,0.7883331686671176,0.6038357192757478,0.6038357192757478,0.2116668313328827
59,45.02960283321252,19.932437651882697,45.8366079477205,20.18834847780006,19.62013504256565,19.1079941985918,13.95705045603444,0.7414679231121052,0.25853207688789437,0.8070051145079813,0.2559108259173617,0.7893027414790442,0.6052225183653691,0.6052225183653691,0.21069725852095564
60,45.8366079477205,20.18834847780006,46.64493514385738,20.44293722208852,19.961138492378005,19.44004280699084,14.17040053492101,0.7427746636024122,0.2572253363975874,0.808327196136881,0.2545887442884619,0.7902582526197794,0.6065921111144187,0.6065921111144187,0.20974174738022072
61,46.64493514385738,20.44293722208852,47.45456469168669,20.696223614684556,20.302610237584677,19.7724863853173,14.383430533779418,0.7440622189045456,0.255937781095454,0.8096295478293082,0.2532863925960347,0.7912000874993553,0.6079449336526541,0.6079449336526541,0.20879991250064484
62,47.45456469168669,20.696223614684556,48.26547739855983,20.94822684823676,20.644545275991604,20.105319720956626,14.5961439368076,0.7453311061426402,0.25466889385735936,0.8109127068731392,0.2520032335522038,0.7921286155565735,0.609281404747633,0.609281404747633,0.2078713844434265
63,48.26547739855983,20.94822684823676,49.077654587204066,21.198965600017868,20.98693870651462,20.43853773226912,14.808544138840759,0.7465818214806261,0.2534181785193734,0.8121771886442357,0.2507387517811072,0.793044191147843,0.6106019267492697,0.6106019267492697,0.20695580885215697
64,49.077654587204066,21.198965600017868,49.89107807500922,21.44845805263806,21.329785725941466,20.772135463502526,15.020634449026089,0.7478148412645347,0.25218515873546493,0.8134234878051498,0.24949245262019296,0.7939471543740912,0.6119068864695157,0.6119068864695157,0.20605284562590873
65,49.89107807500922,21.44845805263806,50.70573015443088,21.696721913641742,21.673081625840563,21.10610807997494,15.232418094292504,0.7490306230866941,0.25096937691330556,0.8146520794216602,0.2482638610036826,0.7948378318509163,0.6131966560025298,0.6131966560025298,0.20516216814908378
66,50.70573015443088,21.696721913641742,51.52159357443475,21.94377443406321,22.016821789607665,21.440450863509824,15.44389822262941,0.7502296067782036,0.24977039322179595,0.8158634200038717,0.2470525204214712,0.7957165374266266,0.6144715934901572,0.6144715934901572,0.20428346257337335
67,51.52159357443475,21.94377443406321,52.338651522912755,22.189632426010547,22.361001689642613,21.775159208106427,15.655077906188044,0.7514122153354997,0.24858778466449996,0.8170579484780054,0.24585799194733743,0.7965835728524109,0.6157320438371257,0.6157320438371257,0.2034164271475892
68,52.338651522912755,22.189632426010547,53.15688761000715,22.434312279341494,22.70561688464852,22.11022861583018,15.865960144217079,0.7525788557862523,0.2474211442137474,0.8182360870943963,0.24467985333094655,0.7974392284084397,0.6169783393799148,0.6169783393799148,0.20256077159156027
69,53.15688761000715,22.434312279341494,53.97628585228387,22.677829977490116,23.050663017046496,22.445654692908974,16.076547865843796,0.7537299199993623,0.24627008000063727,0.819398242276722,0.2435176981486209,0.798283783489382,0.6182108005129184,0.6182108005129184,0.20171621651061808
70,53.97628585228387,22.677829977490116,54.796830657700895,22.920201112498436,23.39613581049949,22.78143314602214,16.286843932710873,0.7548657854433873,0.24513421455661227,0.8205448054170221,0.2423711350083207,0.7991175071524775,0.6194297362751741,0.6194297362751741,0.20088249284752266
71,54.796830657700895,22.920201112498436,55.61850681132155,23.161440899303123,23.742031067539273,23.117559778770175,16.49685114147824,0.7559868158973337,0.24401318410266587,0.8216761536206559,0.24123978680468688,0.799940658631038,0.6206354449006503,0.6206354449006503,0.20005934136896183
72,55.61850681132155,23.161440899303123,56.44129946172653,23.401564189323484,24.088344667290844,23.45403048831396,16.706572226198617,0.7570933621174114,0.24290663788258823,0.8227926504049812,0.24012329002036176,0.8007534878159929,0.6218282143348209,0.6218282143348209,0.1992465121840073
73,56.44129946172653,23.401564189323484,57.26519410808173,23.64058548339363,24.435072563289168,23.79084126217323,16.9160098605748,0.7581857624630183,0.2418142375369813,0.823894646355197,0.23902129407014577,0.8015562357078491,0.6230083227200035,0.6230083227200035,0.19844376429215088
74,57.26519410808173,23.64058548339363,58.090176587822235,23.878518944078465,24.782210781383252,24.127988175174647,17.12516666010598,0.7592643434849534,0.2407356565150462,0.8249824797405079,0.237933460684835,0.8023491348412618,0.6241760388517462,0.6241760388517462,0.19765086515873817
75,58.090176587822235,23.878518944078465,58.916233064915716,24.11537840741033,25.129755417723132,24.465467386540663,17.33404518412999,0.7603294204785895,0.23967057952141013,0.8260564770934783,0.23685946333186453,0.8031324096841869,0.6253316226083356,0.6253316226083356,0.1968675903158133
76,58.916233064915716,24.11537840741033,59.743350018670945,24.351177394080445,25.47770263682535,24.803275137110916,17.54264793776783,0.7613812980045148,0.23861870199548482,0.8271169537552265,0.23579898667011628,0.8039062770134506,0.6264753253553361,0.6264753253553361,0.19609372298654923
77,59.743350018670945,24.351177394080445,60.57151423305981,24.585929120116923,25.826048669713057,25.14140774668854,17.75097737377631,0.76242027037894,0.23757972962105972,0.8281642143888663,0.23475172603647654,0.8046709462684049,0.6276073903269087,0.6276073903269087,0.19532905373159498
78,60.57151423305981,24.585929120116923,61.40071278652323,24.819646507078847,26.174789812126946,25.479861611504116,17.959035894314216,0.7634466221359768,0.23655337786402292,0.829198553463418,0.23371738696192496,0.8054266198841942,0.6287280529855142,0.6287280529855142,0.19457338011580586
79,61.40071278652323,24.819646507078847,62.23093304223346,25.05234219179396,26.52392242280347,25.818633201790952,18.16682585262721,0.7644606284637296,0.23553937153627005,0.8302202557102276,0.2326956847151153,0.8061734936060527,0.6298375413614794,0.6298375413614794,0.19382650639394727
